job_title,country,salary,doj,dob
Business Analyst,Japan,79030.54,2015-09-19,1996-05-30
Backend Developer,India,68828.72,2021-07-03,1977-03-16
Software Engineer,Norway,87753.98,2016-12-01,1976-01-02
Graphic Designer,Canada,58361.62,2021-09-15,1996-07-14
Finance Manager,Canada,115201.45,2023-02-19,1975-02-22
Business Analyst,Singapore,80120.20,2018-08-28,1998-12-20
Backend Developer,Singapore,80827.54,2024-06-23,1978-12-14
Security Analyst,UK,88778.95,2021-09-16,1990-06-17
Backend Developer,Mexico,79649.81,2015-05-15,1998-05-06
Graphic Designer,New Zealand,54257.59,2021-07-17,1996-02-14
Junior Developer,Germany,55990.53,2023-03-26,1971-07-09
Customer Success Manager,Denmark,82089.72,2021-05-10,1998-03-13
Marketing Manager,Canada,109347.95,2018-05-29,1972-10-30
Frontend Developer,Japan,60620.60,2024-10-23,1987-11-08
Graphic Designer,France,72413.16,2018-05-01,1994-11-18
Project Manager,UAE,116728.72,2015-11-04,1993-06-26
Cloud Architect,UK,119314.57,2023-06-02,1982-08-25
Compliance Officer,UK,112733.04,2018-05-07,2000-03-31
Network Engineer,South Africa,83157.45,2020-08-03,1970-08-14
Marketing Manager,Denmark,104162.25,2019-02-01,1983-10-28
Frontend Developer,UAE,96688.78,2017-05-02,1991-06-06
Engineering Manager,Canada,143106.18,2023-07-15,1988-02-11
Marketing Manager,Canada,74044.71,2019-12-04,2000-12-07
HR Manager,Japan,69351.16,2019-10-18,1980-07-27
Database Administrator,UAE,82891.09,2024-06-27,1980-04-22
Scrum Master,India,98371.23,2017-03-13,1970-07-07
Junior Developer,France,65278.14,2023-06-21,1997-12-13
Security Analyst,UAE,100409.28,2020-01-25,1996-02-06
Backend Developer,UK,94841.27,2023-07-14,1983-11-25
Customer Success Manager,UK,83111.60,2021-03-25,1991-02-15
Marketing Manager,Norway,82880.45,2022-12-18,1998-10-05
Technical Writer,Ireland,79179.16,2024-03-24,1996-10-01
Software Engineer,Germany,64769.85,2016-12-19,1974-06-28
Marketing Manager,UAE,106427.89,2018-11-29,1983-09-03
Marketing Manager,India,81213.30,2019-09-06,1974-08-06
Compliance Officer,Brazil,94249.79,2018-04-11,1984-02-08
Frontend Developer,Brazil,99011.45,2023-08-19,1999-05-11
Data Scientist,Brazil,118188.32,2020-09-11,1995-11-10
Business Analyst,Singapore,93653.51,2018-12-20,1978-05-05
UX Designer,UAE,85617.81,2021-02-03,1992-06-27
Scrum Master,Mexico,100771.24,2019-10-21,1983-07-19
Engineering Manager,Singapore,123150.91,2018-06-30,1976-03-20
IT Specialist,Germany,57104.53,2020-07-31,1990-12-17
Accountant,UAE,61132.95,2019-11-25,1987-01-18
Sales Manager,Norway,109656.50,2019-09-07,1991-12-30
Project Manager,Netherlands,84012.59,2021-07-18,1990-06-27
Security Analyst,UAE,114791.33,2019-01-06,1982-06-24
Data Analyst,Norway,83240.12,2022-06-12,1974-08-06
Accountant,Singapore,57045.74,2018-08-17,1989-06-11
Full Stack Developer,Netherlands,99740.20,2022-08-04,1985-01-29
Content Writer,Sweden,51156.20,2020-07-27,1980-11-09
Graphic Designer,New Zealand,45484.11,2020-06-14,1989-12-11
Software Engineer,UK,74383.79,2023-02-09,1982-07-23
Full Stack Developer,Singapore,97242.52,2015-01-19,1988-04-22
VP of Engineering,India,184539.26,2018-08-10,1986-10-29
Software Engineer,France,82562.12,2016-04-26,1989-10-09
Network Engineer,Japan,88187.54,2021-04-15,1994-12-07
Project Manager,Singapore,96063.57,2019-07-25,1985-05-30
Software Engineer,Brazil,86794.27,2024-08-29,1988-10-20
CTO,Singapore,203292.80,2019-02-05,1979-03-29
Business Analyst,Brazil,63495.42,2024-04-29,2000-09-04
CTO,Switzerland,258876.71,2015-08-03,1989-11-19
Data Analyst,Mexico,57418.08,2019-06-12,1974-07-19
Compliance Officer,South Africa,92229.96,2020-03-15,1986-12-14
Engineering Manager,South Africa,115597.93,2021-09-19,1983-04-21
Senior Software Engineer,India,95217.62,2023-03-08,1980-08-11
Project Manager,India,118521.97,2023-09-06,1987-10-24
Security Analyst,Netherlands,89957.52,2021-07-08,1973-01-20
Compliance Officer,India,104742.53,2019-08-21,1999-04-18
DevOps Engineer,UK,81150.28,2018-02-21,1975-02-04
System Administrator,UK,63571.60,2024-09-10,1974-03-27
Frontend Developer,Ireland,68222.47,2018-10-12,1988-02-28
Compliance Officer,South Africa,79563.56,2015-09-30,1993-03-26
Senior Software Engineer,Australia,99515.65,2016-02-12,1986-07-22
QA Engineer,Australia,75555.37,2019-03-13,1996-05-12
Network Engineer,Sweden,73062.80,2021-07-27,1986-09-01
HR Manager,Australia,82251.31,2022-03-11,1976-03-15
Accountant,Netherlands,52315.22,2015-01-22,1983-12-09
Cloud Architect,Norway,127990.74,2018-07-06,1973-03-07
Junior Developer,UAE,64348.93,2021-11-29,1992-03-03
Project Manager,Switzerland,88596.37,2016-07-16,1975-04-12
Technical Writer,Sweden,72167.09,2024-10-17,1989-04-20
Sales Manager,Singapore,104345.87,2024-06-16,1993-06-03
Compliance Officer,Australia,76099.26,2018-09-19,1992-02-27
Customer Success Manager,Canada,68413.29,2019-08-18,1983-06-30
Accountant,New Zealand,66153.57,2020-08-22,1992-01-05
Engineering Manager,France,118227.58,2020-02-13,1994-07-26
Senior Software Engineer,UAE,92542.24,2015-01-12,1977-05-09
UX Designer,Norway,65582.71,2018-06-25,1984-02-09
Compliance Officer,Netherlands,114398.62,2024-10-14,1988-03-31
Compliance Officer,Denmark,89842.75,2016-11-09,1998-08-16
Software Engineer,Mexico,64535.66,2019-10-06,1981-02-15
DevOps Engineer,USA,101456.81,2017-12-10,1982-03-29
Accountant,Switzerland,74193.53,2019-03-28,1979-02-25
Business Analyst,Brazil,73690.38,2021-11-05,1977-10-10
Cloud Architect,New Zealand,149687.53,2020-08-08,1984-07-25
Security Analyst,India,95194.46,2021-12-03,1973-12-09
Financial Analyst,Switzerland,89247.04,2019-01-02,1970-06-14
Frontend Developer,France,65079.15,2015-07-09,1975-07-02
HR Manager,Singapore,80105.97,2024-07-05,1973-09-03
VP of Engineering,India,168901.15,2023-03-07,1971-03-20
Operations Manager,Ireland,94127.27,2021-02-12,1977-06-05
Security Analyst,Switzerland,81634.41,2015-07-12,1999-07-09
QA Engineer,UK,81372.35,2023-10-22,1994-12-21
QA Engineer,South Africa,82629.47,2023-09-17,1993-06-24
Project Manager,Mexico,82424.79,2018-05-11,1979-02-10
Financial Analyst,USA,79860.98,2022-09-21,1975-04-05
Finance Manager,Denmark,99781.38,2019-06-16,1982-01-07
Machine Learning Engineer,Canada,102392.09,2019-07-27,1995-08-23
Database Administrator,UK,88119.96,2024-05-30,1999-12-02
Full Stack Developer,France,70963.10,2015-01-28,1973-01-12
Database Administrator,South Africa,90077.65,2022-10-07,1982-02-08
Security Analyst,Singapore,84847.95,2022-01-16,1973-06-08
UI Designer,India,88247.39,2019-05-16,1972-05-22
CTO,Netherlands,274005.12,2017-06-21,1973-10-21
Scrum Master,Singapore,96849.51,2020-09-08,1974-01-10
Senior Software Engineer,Norway,95982.36,2022-11-24,1975-10-19
Technical Writer,Singapore,55726.86,2023-10-09,1972-01-15
Technical Writer,Denmark,68508.89,2024-03-08,1973-08-31
Full Stack Developer,Singapore,76356.27,2024-04-17,1999-01-08
Operations Manager,France,110895.04,2017-01-21,1990-05-03
Content Writer,Sweden,58206.44,2020-08-28,1983-09-15
Junior Developer,New Zealand,60534.96,2019-03-01,1990-12-20
Technical Writer,USA,69300.58,2015-05-10,1981-08-01
Security Analyst,India,111571.68,2023-01-11,1995-02-15
Customer Success Manager,South Africa,98939.31,2018-04-26,1974-03-08
Graphic Designer,Germany,45680.82,2016-02-23,1984-01-21
Junior Developer,Sweden,50853.86,2019-09-07,2000-10-18
Security Analyst,Switzerland,106289.55,2016-08-05,1991-04-24
Cloud Architect,Brazil,142103.04,2023-07-23,1995-07-05
Junior Developer,Switzerland,45279.35,2020-03-18,1989-07-26
Data Analyst,Brazil,89247.76,2018-09-14,1974-04-30
Security Analyst,Canada,79442.22,2015-01-01,1996-05-18
IT Specialist,Japan,73134.71,2024-08-19,1982-04-18
Frontend Developer,Germany,92089.10,2023-12-16,1975-10-23
Compliance Officer,Ireland,113689.01,2022-01-23,1978-06-21
VP of Engineering,Mexico,179008.82,2022-03-03,1992-06-16
Product Manager,Singapore,137283.45,2016-10-28,1972-07-14
Frontend Developer,Japan,97501.52,2015-04-24,1978-05-08
Frontend Developer,Ireland,89898.36,2022-03-03,1973-01-14
Database Administrator,UAE,74718.78,2021-11-22,1977-10-02
DevOps Engineer,South Africa,99594.59,2016-10-08,1981-07-21
HR Manager,Switzerland,98301.17,2017-01-09,1984-06-13
HR Manager,Brazil,80634.44,2018-10-02,1994-03-07
Data Scientist,Japan,129843.17,2016-12-16,1976-11-29
Data Scientist,Australia,114851.13,2016-03-26,1981-10-13
Financial Analyst,UK,83852.03,2017-01-25,1991-06-08
Compliance Officer,Sweden,78177.70,2023-08-04,1970-05-24
Engineering Manager,Mexico,153748.73,2023-09-12,1992-10-30
Customer Success Manager,South Africa,74223.90,2024-02-14,1971-02-15
Financial Analyst,Australia,99861.86,2017-07-07,1992-05-05
Customer Success Manager,Sweden,66176.57,2021-04-17,1971-12-09
Full Stack Developer,Brazil,82583.77,2015-02-21,1996-03-24
Financial Analyst,Germany,66943.61,2016-12-15,1978-02-04
Cloud Architect,Norway,157464.90,2021-07-07,1990-09-11
Accountant,India,60846.89,2024-02-29,1993-03-18
Project Manager,India,83396.83,2022-07-15,1998-11-17
System Administrator,Canada,86274.23,2023-02-02,1986-04-14
Data Analyst,South Africa,67946.63,2018-02-27,1990-02-15
Data Analyst,UK,79167.77,2017-12-23,1982-01-28
Security Analyst,New Zealand,89662.39,2022-11-06,1978-08-30
Accountant,France,64530.36,2024-03-13,1988-05-18
Junior Developer,Singapore,69673.50,2019-04-15,1982-12-04
VP of Engineering,Japan,150673.38,2024-11-08,1977-05-04
UI Designer,New Zealand,87547.24,2024-06-10,1984-10-21
Cloud Architect,Switzerland,102910.19,2016-07-04,1982-04-25
DevOps Engineer,Japan,112820.54,2020-07-10,1978-01-02
Senior Software Engineer,Brazil,122299.43,2019-03-29,2000-05-12
Business Analyst,Switzerland,87961.23,2017-09-24,1983-11-21
Product Manager,Germany,123078.01,2018-08-20,2000-06-15
Security Analyst,Netherlands,101853.87,2023-01-23,1990-09-19
Graphic Designer,Brazil,52282.03,2016-01-28,1972-09-22
Software Engineer,Canada,92366.45,2024-12-11,1977-09-22
Graphic Designer,South Africa,45721.10,2024-10-08,1987-04-29
Graphic Designer,France,51722.30,2018-04-17,1998-01-06
Engineering Manager,Denmark,125449.69,2020-09-26,1974-11-06
Sales Manager,Netherlands,103245.19,2020-03-15,1998-03-25
Engineering Manager,Germany,128193.29,2017-12-15,1984-04-13
VP of Engineering,South Africa,152328.84,2021-08-14,1999-09-05
Graphic Designer,Singapore,67131.80,2024-07-25,1983-02-09
Full Stack Developer,Norway,91553.77,2020-04-14,1987-11-16
Compliance Officer,Ireland,90503.94,2022-01-24,1988-03-13
Machine Learning Engineer,Sweden,121331.53,2016-01-11,1989-07-29
Database Administrator,UK,84981.89,2018-07-14,1997-03-17
Frontend Developer,USA,93716.16,2022-07-08,1998-01-27
UX Designer,USA,96337.12,2016-02-04,1975-11-27
Backend Developer,UK,75870.76,2016-06-22,1970-01-25
VP of Engineering,New Zealand,180337.53,2022-07-19,1991-09-14
HR Manager,India,75826.52,2021-09-12,1977-10-26
Backend Developer,New Zealand,75295.32,2018-09-08,1995-08-24
IT Specialist,Denmark,84288.20,2018-02-03,1990-08-06
Support Engineer,Canada,50406.54,2019-02-23,1976-09-09
Financial Analyst,Australia,96131.10,2023-06-15,1975-11-26
Project Manager,Ireland,81496.40,2024-01-13,1980-07-25
Support Engineer,Japan,58786.66,2021-04-14,1975-03-18
Engineering Manager,Brazil,134740.63,2021-09-16,1993-06-21
Finance Manager,New Zealand,123216.47,2017-09-11,1999-01-25
Content Writer,UAE,46297.98,2023-03-10,1989-08-19
HR Manager,UK,81168.67,2021-02-15,1971-02-22
Finance Manager,Netherlands,108779.04,2018-07-06,1992-10-27
Machine Learning Engineer,USA,106608.11,2017-07-04,1988-05-27
Finance Manager,Singapore,117930.86,2022-02-01,1980-10-20
System Administrator,Switzerland,73742.13,2024-09-15,1979-05-03
Project Manager,Japan,97628.79,2017-07-18,1983-07-29
Business Analyst,Denmark,65963.86,2018-09-19,1982-05-30
Support Engineer,Japan,62188.64,2020-08-10,1985-09-20
HR Manager,UK,74871.89,2024-09-07,1980-05-05
Software Engineer,Japan,91331.30,2022-05-30,1996-02-12
Sales Manager,Germany,101143.29,2018-04-16,1989-09-18
Product Manager,Netherlands,97808.30,2021-05-25,1986-02-22
Software Engineer,Brazil,69870.75,2021-10-30,1972-02-06
Machine Learning Engineer,Mexico,118374.94,2022-01-13,1994-08-16
HR Manager,Australia,76068.95,2024-05-17,1977-09-25
Backend Developer,Denmark,81882.07,2021-10-05,1995-07-20
Compliance Officer,France,78326.22,2022-08-27,1999-05-06
CTO,France,199241.61,2021-11-20,1970-11-30
Senior Software Engineer,Sweden,91976.14,2024-06-16,2000-11-14
Machine Learning Engineer,Germany,120878.20,2023-06-09,1979-01-09
Sales Manager,Denmark,89913.07,2015-09-30,1993-01-14
Content Writer,Sweden,41978.00,2019-11-10,1984-06-14
Customer Success Manager,Mexico,99570.91,2021-08-15,1987-06-20
UX Designer,UAE,69484.21,2018-11-24,1996-09-12
Software Engineer,Sweden,83365.56,2017-07-01,1992-07-02
QA Engineer,Switzerland,58203.02,2018-11-27,1972-01-23
HR Manager,Denmark,93504.97,2023-07-18,1976-03-17
Legal Counsel,Canada,111174.24,2022-03-27,1994-12-28
Accountant,France,70437.92,2022-04-07,1983-08-07
Full Stack Developer,USA,84914.63,2021-09-23,1982-06-29
Financial Analyst,Australia,84490.55,2022-12-27,1970-02-01
Full Stack Developer,South Africa,74700.07,2018-10-23,1976-11-22
Accountant,Brazil,66984.32,2016-08-09,1990-03-21
Project Manager,UAE,104066.50,2016-06-30,1993-03-20
Junior Developer,Singapore,52706.89,2021-03-03,1978-12-24
Accountant,New Zealand,53265.48,2023-01-09,1988-11-01
Accountant,Sweden,78202.50,2020-04-23,1975-12-01
Project Manager,Canada,97567.70,2022-04-25,1999-07-25
Operations Manager,UK,108527.24,2022-08-15,1986-12-24
Software Engineer,Brazil,89760.90,2018-08-10,1994-10-08
Sales Manager,Norway,109914.72,2015-11-21,1982-05-18
Junior Developer,Denmark,51418.07,2016-06-15,1997-09-20
Machine Learning Engineer,Australia,129757.45,2015-01-29,1983-04-13
Legal Counsel,UK,131025.76,2021-05-29,1974-11-18
Frontend Developer,Norway,79241.09,2022-10-09,2000-09-17
Operations Manager,New Zealand,107158.13,2015-06-30,2000-06-08
Engineering Manager,USA,161405.39,2015-09-27,1983-02-27
Software Engineer,Norway,93972.27,2021-02-23,1990-07-15
IT Specialist,Ireland,74839.12,2016-01-03,1996-11-21
Compliance Officer,Singapore,110123.77,2020-07-26,1972-06-23
Network Engineer,UK,93649.55,2022-06-26,1981-11-03
Data Analyst,India,84160.31,2018-05-21,1982-11-05
Software Engineer,Sweden,63553.30,2023-06-16,1990-06-11
QA Engineer,Switzerland,56196.08,2021-06-13,1984-08-20
Network Engineer,Canada,98684.70,2020-02-17,1973-09-04
Junior Developer,Canada,50717.49,2017-10-18,1985-07-13
Network Engineer,South Africa,93804.63,2023-08-05,1980-07-08
Data Analyst,Canada,79520.60,2015-09-17,1992-01-03
Cloud Architect,UK,107298.38,2016-05-16,1998-05-24
Full Stack Developer,Japan,88342.66,2015-11-22,1997-03-02
Project Manager,UAE,98872.40,2018-03-22,1977-06-24
Senior Software Engineer,Singapore,98108.07,2021-10-23,1987-12-24
DevOps Engineer,Singapore,93828.01,2019-09-30,1998-08-15
Sales Manager,UAE,91908.88,2017-09-05,1970-10-21
Machine Learning Engineer,UK,117731.22,2017-05-09,1989-05-07
Senior Software Engineer,Canada,102698.97,2019-10-02,1970-12-12
Security Analyst,Switzerland,88163.59,2024-07-16,1994-03-21
Scrum Master,Norway,88290.36,2015-04-15,1975-10-18
Financial Analyst,Netherlands,79679.71,2021-05-01,1981-03-05
Cloud Architect,USA,121928.42,2021-02-01,2000-08-28
Database Administrator,Switzerland,98192.39,2021-11-04,1993-03-20
UI Designer,New Zealand,77677.67,2023-01-19,1976-07-29
Sales Manager,Mexico,115615.36,2016-01-30,1970-07-06
Support Engineer,Japan,55400.40,2024-10-05,2000-08-21
UI Designer,Germany,83911.44,2015-08-09,1970-09-24
Security Analyst,Japan,78779.89,2018-07-12,1970-08-14
Sales Manager,Sweden,104892.46,2022-07-05,2000-08-03
Product Manager,France,102536.17,2015-01-12,1998-07-21
Data Analyst,Norway,72797.10,2018-02-28,1977-09-23
Support Engineer,Denmark,73179.35,2022-07-17,1996-08-25
System Administrator,Brazil,85338.39,2023-06-05,1991-03-14
Accountant,Germany,75685.28,2018-08-12,1994-01-22
Junior Developer,Netherlands,64879.04,2021-10-14,1970-05-21
Full Stack Developer,Sweden,104557.86,2023-06-07,1988-11-23
IT Specialist,Sweden,73981.45,2019-05-15,1998-08-12
Compliance Officer,Japan,85874.25,2022-02-14,1991-08-11
Operations Manager,Denmark,104835.21,2024-07-11,1994-10-10
Junior Developer,Sweden,62017.41,2016-02-22,1976-03-26
Machine Learning Engineer,New Zealand,137208.31,2021-12-08,1998-01-28
UI Designer,India,92673.82,2022-05-04,1982-01-10
Marketing Manager,USA,93827.87,2020-01-27,1988-12-04
Content Writer,Sweden,57756.03,2022-04-11,1984-02-02
VP of Engineering,Denmark,204679.83,2018-01-07,1998-04-30
Business Analyst,Denmark,76014.55,2015-09-10,1984-01-24
Scrum Master,Canada,100096.39,2015-04-25,1979-02-01
Engineering Manager,Australia,168747.98,2024-06-30,1970-03-20
Network Engineer,Brazil,68231.09,2022-11-27,1997-05-06
Machine Learning Engineer,Netherlands,142255.78,2019-01-23,1976-08-12
Junior Developer,Germany,67886.21,2021-12-02,1976-09-11
Business Analyst,Brazil,70476.80,2020-07-03,1978-02-13
VP of Engineering,Canada,187119.08,2019-02-12,1977-08-17
Customer Success Manager,Germany,97228.95,2023-09-16,1975-06-05
Security Analyst,UK,119660.40,2020-10-30,1975-09-25
VP of Engineering,Denmark,151401.06,2017-05-01,1993-01-21
VP of Engineering,India,150347.64,2017-12-08,1994-07-25
Financial Analyst,Denmark,88119.23,2022-07-17,1974-08-23
Product Manager,Germany,111146.90,2018-04-06,1987-11-20
Technical Writer,Germany,80522.07,2019-01-04,1997-12-19
Frontend Developer,UAE,94557.38,2021-09-25,1970-12-09
Data Analyst,Sweden,63927.40,2023-04-01,1979-03-10
Customer Success Manager,Switzerland,79181.20,2018-01-21,1984-05-13
Senior Software Engineer,Switzerland,134098.47,2016-11-19,1994-01-25
Customer Success Manager,USA,92844.52,2015-12-31,1979-09-27
Data Analyst,Ireland,60413.35,2015-03-09,1977-10-30
Customer Success Manager,South Africa,91207.16,2023-01-12,1976-09-15
Security Analyst,UAE,100215.75,2018-05-12,1980-03-18
HR Manager,South Africa,94505.02,2016-10-29,1977-06-19
Marketing Manager,India,90125.50,2015-03-10,1992-03-14
Marketing Manager,Australia,92406.00,2022-07-31,1976-06-11
Legal Counsel,Denmark,128641.19,2020-09-15,1980-02-12
QA Engineer,South Africa,69297.73,2018-04-20,1983-09-06
VP of Engineering,Mexico,167073.35,2024-02-15,1981-08-15
VP of Engineering,France,177810.80,2016-01-03,1976-03-14
Financial Analyst,Denmark,87350.99,2024-10-29,1982-01-07
Accountant,France,74166.34,2020-10-05,1973-03-15
Accountant,Switzerland,62541.86,2017-02-04,1987-08-01
Cloud Architect,Mexico,115278.60,2021-02-11,1972-08-06
Cloud Architect,New Zealand,134330.15,2022-01-12,1993-02-19
Security Analyst,UK,116635.50,2019-07-26,1979-08-12
Sales Manager,South Africa,95374.40,2018-08-05,1994-12-13
DevOps Engineer,Japan,82037.90,2018-01-16,1993-07-21
Data Analyst,UAE,63688.10,2021-05-24,1998-11-25
Content Writer,Norway,61411.73,2015-05-28,1999-12-11
IT Specialist,Australia,65518.33,2024-05-05,1973-08-27
Content Writer,Canada,54072.57,2020-03-20,1981-05-29
Full Stack Developer,India,104200.11,2021-02-19,1994-05-16
